# Time-averaged data for fix rdfout
# TimeStep Number-of-rows
# Row c_myrdf[1] c_myrdf[2] c_myrdf[3] c_myrdf[4] c_myrdf[5] c_myrdf[6] c_myrdf[7]
20000 200
150 8.97 0.949567 79.004 0.954379 79.036 0.971682 79.0234
151 9.03 0.93874 80.5064 0.97298 80.5932 0.959311 80.5618
152 9.09 0.965358 82.072 0.988542 82.1964 0.974011 82.1446
153 9.15 0.943732 83.6228 0.982923 83.8116 0.972576 83.746
154 9.21 0.945892 85.1976 0.967274 85.422 1.00023 85.4146
155 9.27 0.947442 86.7956 1.01124 87.1276 1.00933 87.1204
156 9.33 0.976968 88.4648 1.00295 88.8412 0.975832 88.791
157 9.39 0.972381 90.1476 1.00844 90.5864 1.01461 90.5504
158 9.45 0.991794 91.886 0.992935 92.3268 1.00086 92.3082
159 9.51 0.942363 93.5588 1.01537 94.1292 1.00884 94.1026
160 9.57 1.01581 95.3848 0.992 95.9124 1.01189 95.9252
161 9.63 1.00011 97.2052 1.00033 97.7332 1.01972 97.785
162 9.69 0.997534 99.0436 1.02684 99.6256 1.04157 99.7084
163 9.75 1.00052 100.91 1.00566 101.502 1.03671 101.647
164 9.81 1.05544 102.904 1.02622 103.44 1.03241 103.601
165 9.87 1.00186 104.82 1.01336 105.378 1.04464 105.602
166 9.93 1.07618 106.902 1.01294 107.338 1.03195 107.603
167 9.99 1.02715 108.914 1.02755 109.351 1.02621 109.617
168 10.05 1.02561 110.948 1.0242 111.382 1.03313 111.67
169 10.11 1.0384 113.031 1.0071 113.402 1.05204 113.784
170 10.17 1.03249 115.127 0.99308 115.418 1.03613 115.892
171 10.23 1.02859 117.24 1.0062 117.485 1.0276 118.007
172 10.29 1.03857 119.398 1.00373 119.571 1.03784 120.168
173 10.35 1.04426 121.594 0.985092 121.642 1.02708 122.332
174 10.41 1.0315 123.788 0.983736 123.734 1.02935 124.526
175 10.47 1.0186 125.979 0.975654 125.834 1.03966 126.767
176 10.53 1.01677 128.192 0.993975 127.997 1.00308 128.955
177 10.59 1.01854 130.434 1.00201 130.202 1.00807 131.178
178 10.65 1.02561 132.717 0.982483 132.39 1.00374 133.417
179 10.71 1.00793 134.986 1.00704 134.657 0.994386 135.66
180 10.77 1.01219 137.291 0.996729 136.926 0.990527 137.92
181 10.83 0.97251 139.53 0.969903 139.159 0.985911 140.194
182 10.89 0.996192 141.848 0.969041 141.414 0.985625 142.493
183 10.95 0.953691 144.093 0.975617 143.71 1.00242 144.857
184 11.01 0.959296 146.375 0.988886 146.063 0.999659 147.24
185 11.07 0.996488 148.772 0.969048 148.394 0.998064 149.645
186 11.13 0.959616 151.105 0.972448 150.758 0.99234 152.063
187 11.19 0.985484 153.527 0.981741 153.171 0.993665 154.51
188 11.25 0.94505 155.875 0.970331 155.582 0.975863 156.939
189 11.31 0.956876 158.277 0.97249 158.023 0.983265 159.412
190 11.37 0.960361 160.714 0.988264 160.531 0.98676 161.921
191 11.43 0.975888 163.216 0.983064 163.052 0.995342 164.479
192 11.49 0.983321 165.764 0.983629 165.6 0.981739 167.028
193 11.55 0.98581 168.346 0.98581 168.182 1.00625 169.668
194 11.61 0.993337 170.974 0.974892 170.761 0.992105 172.298
195 11.67 0.989584 173.619 0.981802 173.385 0.987978 174.944
196 11.73 0.962305 176.218 1.04007 176.194 1.0048 177.663
197 11.79 0.992707 178.926 0.995053 178.909 0.997818 180.391
198 11.85 0.986308 181.644 0.992403 181.644 0.999036 183.15
199 11.91 0.997946 184.423 1.0103 184.457 1.01731 185.988
200 11.97 1.00831 187.258 0.997354 187.262 1.01495 188.848
65000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0.013475 0.0012 0 0
37 2.19 0 0 0.0382405 0.0048 0 0
38 2.25 0 0 0.221395 0.0268 0.00200866 0.0002
39 2.31 0 0 0.6034 0.09 0.0304908 0.0034
40 2.37 0 0 1.40769 0.2452 0.210008 0.0266
41 2.43 0.0310602 0.0036 2.02582 0.48 0.630295 0.0998
42 2.49 0.131473 0.0196 2.4947 0.7836 1.25634 0.253
43 2.55 0.564117 0.0916 2.84565 1.1468 1.99548 0.5082
44 2.61 1.2385 0.2572 2.56675 1.49 2.4213 0.8326
45 2.67 1.92957 0.5272 2.54417 1.846 2.80725 1.2262
46 2.73 2.29138 0.8624 2.40349 2.1976 2.66884 1.6174
47 2.79 2.52638 1.2484 2.24102 2.54 2.5566 2.0088
48 2.85 2.60428 1.6636 1.83906 2.8332 2.35745 2.3854
49 2.91 2.58464 2.0932 1.66533 3.11 2.13995 2.7418
50 2.97 2.52285 2.53 1.47859 3.366 1.86069 3.0646
51 3.03 2.23747 2.9332 1.32295 3.6044 1.59389 3.3524
52 3.09 2.00416 3.3088 1.1867 3.8268 1.48467 3.6312
53 3.15 1.6944 3.6388 1.05156 4.0316 1.30362 3.8856
54 3.21 1.65934 3.9744 0.990859 4.232 1.20205 4.1292
55 3.27 1.45035 4.2788 0.886221 4.418 0.998571 4.3392
56 3.33 1.29748 4.5612 0.79944 4.592 0.930814 4.5422
57 3.39 1.08704 4.8064 0.707553 4.7516 0.866302 4.738
58 3.45 0.999909 5.04 0.816706 4.9424 0.829597 4.9322
59 3.51 0.919701 5.2624 0.669926 5.1044 0.744524 5.1126
60 3.57 0.839478 5.4724 0.721152 5.2848 0.701358 5.2884
61 3.63 0.827423 5.6864 0.665031 5.4568 0.662158 5.46
62 3.69 0.773793 5.8932 0.666031 5.6348 0.630344 5.6288
63 3.75 0.713001 6.09 0.652135 5.8148 0.650107 5.8086
64 3.81 0.661239 6.2784 0.675278 6.0072 0.616483 5.9846
65 3.87 0.655863 6.4712 0.681716 6.2076 0.591405 6.1588
66 3.93 0.621476 6.6596 0.683491 6.4148 0.643277 6.3542
67 3.99 0.634928 6.858 0.727095 6.642 0.620883 6.5486
68 4.05 0.629922 7.0608 0.723106 6.8748 0.627422 6.751
69 4.11 0.70456 7.2944 0.717831 7.1128 0.669438 6.9734
70 4.17 0.641068 7.5132 0.788737 7.382 0.696513 7.2116
71 4.23 0.617317 7.73 0.817774 7.6692 0.732024 7.4692
72 4.29 0.674361 7.9736 0.85264 7.9772 0.768052 7.7472
73 4.35 0.706505 8.236 0.953135 8.3312 0.775494 8.0358
74 4.41 0.689507 8.4992 0.878126 8.6664 0.811008 8.346
75 4.47 0.749657 8.7932 0.910808 9.0236 0.866234 8.6864
76 4.53 0.796468 9.114 0.981185 9.4188 0.924216 9.0594
77 4.59 0.773847 9.434 1.03792 9.848 0.923863 9.4422
78 4.65 0.895382 9.814 1.08671 10.3092 0.975425 9.857
79 4.71 0.970092 10.2364 1.11432 10.7944 0.989697 10.2888
80 4.77 1.00764 10.6864 1.10796 11.2892 1.08563 10.7746
81 4.83 1.0509 11.1676 1.26842 11.87 1.08498 11.2724
82 4.89 1.08749 11.678 1.22044 12.4428 1.15676 11.8164
83 4.95 1.11701 12.2152 1.22513 13.032 1.1845 12.3872
84 5.01 1.18379 12.7984 1.18298 13.6148 1.21424 12.9866
85 5.07 1.20905 13.4084 1.19795 14.2192 1.24026 13.6136
86 5.13 1.21811 14.0376 1.23902 14.8592 1.25818 14.2648
87 5.19 1.17346 14.658 1.25139 15.5208 1.22661 14.9146
88 5.25 1.23552 15.3264 1.18302 16.1608 1.20612 15.5684
89 5.31 1.22149 16.0024 1.16584 16.806 1.1956 16.2314
90 5.37 1.20707 16.6856 1.16042 17.4628 1.22687 16.9272
91 5.43 1.25588 17.4124 1.15151 18.1292 1.16818 17.6046
92 5.49 1.20288 18.124 1.07577 18.7656 1.19542 18.3132
93 5.55 1.14724 18.8176 1.05065 19.4008 1.12283 18.9934
94 5.61 1.20313 19.5608 1.04124 20.044 1.11057 19.6808
95 5.67 1.15371 20.2888 0.979389 20.662 1.09289 20.3718
96 5.73 1.13154 21.018 0.986917 21.298 1.028 21.0356
97 5.79 1.03648 21.7 0.968393 21.9352 0.982836 21.6836
98 5.85 1.06594 22.416 0.934338 22.5628 0.982094 22.3446
99 5.91 1.01815 23.114 0.895042 23.1764 0.967787 23.0094
100 5.97 1.00751 23.8188 0.89258 23.8008 0.931597 23.6624
101 6.03 0.975232 24.5148 0.883313 24.4312 0.923778 24.323
102 6.09 0.962704 25.2156 0.90226 25.088 0.891956 24.9736
103 6.15 0.894979 25.88 0.892285 25.7504 0.897759 25.6414
104 6.21 0.874597 26.542 0.892036 26.4256 0.880232 26.309
105 6.27 0.895263 27.2328 0.889042 27.1116 0.868639 26.9806
106 6.33 0.876337 27.922 0.898716 27.8184 0.899964 27.6898
107 6.39 0.901383 28.6444 0.911365 28.5488 0.878909 28.3956
108 6.45 0.843543 29.3332 0.906735 29.2892 0.891233 29.1248
109 6.51 0.834317 30.0272 0.927126 30.0604 0.882079 29.86
110 6.57 0.854558 30.7512 0.943791 30.86 0.897376 30.6218
111 6.63 0.898969 31.5268 0.91705 31.6512 0.894626 31.3952
112 6.69 0.876996 32.2972 0.939379 32.4764 0.913642 32.1994
113 6.75 0.893232 33.096 0.959878 33.3348 0.938317 33.0402
114 6.81 0.90261 33.9176 0.975557 34.2228 0.949266 33.906
115 6.87 0.93916 34.7876 0.987522 35.1376 0.981453 34.817
116 6.93 0.947581 35.6808 0.979407 36.0608 0.981684 35.7442
117 6.99 0.967671 36.6088 1.01188 37.0312 0.979889 36.6858
118 7.05 0.94922 37.5348 1.04476 38.0504 1.03592 37.6984
119 7.11 1.0147 38.5416 1.02035 39.0628 1.0183 38.7108
120 7.17 1.02871 39.5796 1.05289 40.1252 1.03199 39.7542
121 7.23 1.0234 40.6296 1.04134 41.1936 1.05968 40.8436
122 7.29 1.05264 41.7276 1.06645 42.306 1.07369 41.9658
123 7.35 1.03779 42.828 1.06533 43.4356 1.07826 43.1114
124 7.41 1.03701 43.9456 1.08898 44.6092 1.12773 44.3292
125 7.47 1.04562 45.0908 1.02115 45.7276 1.07214 45.5058
126 7.53 1.06353 46.2744 1.03334 46.8776 1.12095 46.7558
127 7.59 1.07261 47.4872 1.01317 48.0232 1.06728 47.965
128 7.65 1.04227 48.6844 1.02938 49.2056 1.08797 49.2172
129 7.71 1.04222 49.9004 1.03571 50.414 1.10874 50.5134
130 7.77 1.04813 51.1424 1.02652 51.6304 1.08444 51.801
131 7.83 1.06071 52.4188 1.03312 52.8736 1.07783 53.1006
132 7.89 1.06952 53.7256 1.01616 54.1152 1.03798 54.3714
133 7.95 1.02958 55.0028 1.01894 55.3792 1.04377 55.6688
134 8.01 1.01326 56.2788 0.984036 56.6184 1.0377 56.9782
135 8.07 1.06052 57.6344 0.980098 57.8712 1.03872 58.3086
136 8.13 1.02303 58.9616 0.966301 59.1248 1.00329 59.6128
137 8.19 1.00233 60.2812 0.944903 60.3688 1.01003 60.9452
138 8.25 0.985704 61.598 0.959355 61.6504 0.979101 62.2558
139 8.31 0.996607 62.9488 0.951159 62.9396 1.01067 63.6284
140 8.37 1.0039 64.3292 0.935244 64.2256 0.985195 64.9858
141 8.43 0.972451 65.6856 0.977326 65.5888 1.00814 66.3948
142 8.49 0.979959 67.072 0.929067 66.9032 0.964032 67.7614
143 8.55 0.959006 68.448 0.991065 68.3252 0.969608 69.1554
144 8.61 0.93579 69.8096 0.939638 69.6924 0.969447 70.5688
145 8.67 0.940776 71.1976 0.954332 71.1004 0.97664 72.0126
146 8.73 0.954362 72.6252 0.944468 72.5132 0.963395 73.4566
147 8.79 0.944806 74.058 0.976458 73.994 0.982666 74.9498
148 8.85 0.950773 75.5196 0.960661 75.4708 0.952637 76.4172
149 8.91 0.960345 77.016 0.953671 76.9568 0.963292 77.9212
150 8.97 0.962738 78.5364 0.967804 78.4852 0.973957 79.4624
151 9.03 0.93649 80.0352 0.975729 80.0468 0.976646 81.0286
152 9.09 0.956232 81.586 0.984102 81.6428 0.977827 82.6176
153 9.15 0.956877 83.1584 1.01311 83.3076 0.986544 84.242
154 9.21 0.980008 84.79 0.986014 84.9492 0.985121 85.8854
155 9.27 1.00175 86.4796 1.03234 86.6904 0.99099 87.5602
156 9.33 0.983757 88.1604 0.981182 88.3668 1.01018 89.2896
157 9.39 1.01953 89.9248 1.03571 90.1592 1.00227 91.0276
158 9.45 0.988371 91.6572 1.00412 91.9192 1.01054 92.8024
159 9.51 1.01627 93.4612 1.01244 93.7164 1.02796 94.6308
160 9.57 1.00313 95.2644 1.01559 95.542 0.999787 96.4316
161 9.63 1.00407 97.092 1.0355 97.4268 1.03101 98.312
162 9.69 1.06373 99.0524 1.01707 99.3012 1.02034 100.196
163 9.75 1.00823 100.934 1.0241 101.212 1.00098 102.068
164 9.81 0.991279 102.806 1.0366 103.17 1.01751 103.993
165 9.87 1.0301 104.776 1.03407 105.147 1.02908 105.965
166 9.93 1.04208 106.792 1.02286 107.127 1.00936 107.922
167 9.99 1.0347 108.819 1.01469 109.114 1.00543 109.896
168 10.05 1.02178 110.845 1.00201 111.101 1.04622 111.974
169 10.11 1.02584 112.903 1.01547 113.138 1.01185 114.008
170 10.17 1.05889 115.052 1.00963 115.188 1.0198 116.082
171 10.23 1.00581 117.118 1.00464 117.251 1.01779 118.177
172 10.29 1.01086 119.219 1.03164 119.395 1.02843 120.319
173 10.35 1.03018 121.385 1.01211 121.523 1.01255 122.452
174 10.41 0.997465 123.507 1.01909 123.691 0.995094 124.573
175 10.47 1.01748 125.696 1.01971 125.885 1.01452 126.76
176 10.53 1.00353 127.88 1.00813 128.079 0.992996 128.925
177 10.59 0.992012 130.064 0.981653 130.24 0.997735 131.126
178 10.65 0.999552 132.289 0.987334 132.438 0.99047 133.335
179 10.71 1.00526 134.552 0.981099 134.646 0.992879 135.575
180 10.77 1.00938 136.85 0.998134 136.919 0.987458 137.828
181 10.83 1.00135 139.155 0.97807 139.17 0.989726 140.111
182 10.89 1.00427 141.493 0.972134 141.433 0.980394 142.397
183 10.95 0.969158 143.774 0.979696 143.739 0.991985 144.737
184 11.01 1.00133 146.156 0.995106 146.106 0.987831 147.092
185 11.07 0.977363 148.507 0.987841 148.482 0.975658 149.443
186 11.13 0.992848 150.921 0.966525 150.832 0.988974 151.852
187 11.19 0.973277 153.313 1.01429 153.325 0.997888 154.31
188 11.25 0.968559 155.719 0.951813 155.69 0.992736 156.781
189 11.31 0.989537 158.203 0.991449 158.179 0.974361 159.232
190 11.37 0.996619 160.732 1.00056 160.718 0.983849 161.733
191 11.43 0.997103 163.289 1.01099 163.31 0.984445 164.263
192 11.49 0.987952 165.849 1.00107 165.904 1.00554 166.874
193 11.55 0.991157 168.444 0.992532 168.503 1.00724 169.516
194 11.61 0.997722 171.084 0.994698 171.134 0.999046 172.165
195 11.67 0.988237 173.725 0.979258 173.752 0.993205 174.825
196 11.73 1.00778 176.447 1.01903 176.504 1.00643 177.548
197 11.79 0.984643 179.133 1.01397 179.27 1.00572 180.298
198 11.85 1.01867 181.941 1.00866 182.05 0.992446 183.038
199 11.91 0.988464 184.693 1.01993 184.89 1.0085 185.852
200 11.97 1.02082 187.564 1.01456 187.743 1.0185 188.722
